id	title	description	category	inventoryHeight	inventoryWidth	image	customProperties
card_ronin_exile_ascendant	Exile Ascendant	The masterless state that was a wound has become something else. You move, strike, and survive outside every system. Deal 20 + IRON damage. Gain Shield equal to your FRAME + EDGE. Apply Bleed 2 and Stagger to the target. This turn, you cannot be Taunted or forced into any position.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":""20"",""damageStat"":""IRON"",""keywords"":""Shield|Bleed 2|Stagger|Fortify"",""unlockLevel"":""14"",""startingHand"":""""}"
card_ronin_exile_s_cut	Exile's Cut	A technique the schools don't teach because it only works when you've lost everything and have nothing left to perform correctly. Deal 14 + IRON damage. If you are below half HP, add EDGE to the damage and apply Bleed 2.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""14"",""damageStat"":""IRON"",""keywords"":""Bleed 2"",""unlockLevel"":""7"",""startingHand"":""""}"
card_ronin_exile_s_edge	Exile's Edge	You have been sharpened by everything the Ironclad's institutions insulate their members from. Once per turn, when you deal damage that reduces a target below half HP, apply Bleed 1 to that target automatically.	passive				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Passive"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Bleed 1"",""unlockLevel"":""9"",""startingHand"":""""}"
card_ronin_final_contract_mark	Final Contract Mark	Designate one target as your contract. Apply Mark to this target. All your attacks against them this combat deal + EDGE additional damage. You always know their position in the encounter. This cannot be Cleansed — once you take a contract, it stands until one of you is done.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Control"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Mark"",""unlockLevel"":""13"",""startingHand"":""""}"
card_ronin_fracture_strike	Fracture Strike	A strike that lands at the junction where resonant metal meets organic tissue — not the technique itself, but the person behind it. Deal 12 + IRON damage. Apply Expose 2. The target's next defense card (Guard, Shield, or Reaction) is suppressed — it will not trigger this round.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""12"",""damageStat"":""IRON"",""keywords"":""Expose 2|Dispel"",""unlockLevel"":""8"",""startingHand"":""""}"
card_ronin_freedom_s_weight	Freedom's Weight	The thing the code cannot give and cannot take away. Deal 22 + IRON damage to one target. Apply Bleed 2, Expose 2, and Vulnerable 2. All debuffs currently on you are Cleansed. You cannot be controlled, moved against your will, or Silenced for the remainder of this round.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":""22"",""damageStat"":""IRON"",""keywords"":""Bleed 2|Expose 2|Vulnerable 2|Cleanse|Fortify"",""unlockLevel"":""19"",""startingHand"":""""}"
card_ronin_ghost_step	Ghost Step	You have spent years moving through the margins of every territory. Move up to your full speed. This movement does not trigger reactions. Enhancement signature scanners do not register your movement during this card's activation.	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Mobility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""8"",""startingHand"":""""}"
card_ronin_hard_won_instinct	Hard-Won Instinct	Years without institutional support have given you resource awareness that trained soldiers lack. Once per combat, when you would exhaust a limited card (used once per combat cards), you may treat it as not yet used — your instinct for survival finds one more application. Requires GM confirmation of once-per-combat limit.	passive				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Passive"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""2"",""startingHand"":""""}"
card_ronin_hollow_frequency	Hollow Frequency	Your corrupted signature is broadcasting at full intensity. Until the start of your next turn: enhancement-reading systems register you as whichever caste or identity you choose, any creature that attempts to lock a control effect on you must overcome your corruption (Stagger, Root, Taunt directed at you each have a 50% chance to fail — narrative resolution, not dice), and one ally within reach gains Guard 4 from the resonant noise covering their signature.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 4"",""unlockLevel"":""10"",""startingHand"":""""}"
card_ronin_iron_scar	Iron Scar	Your enhancements have been repaired by your own hands more times than you can count, and the repairs have built toughness the clean versions don't have. Gain Shield 8. This shield has a rough quality — if it absorbs 5 or more damage in a single hit, also apply Bleed 1 to the attacker (the scar tissue bites back).	power				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Shield 8|Bleed 1"",""unlockLevel"":""6"",""startingHand"":""""}"
card_ronin_long_road_endurance	Long Road Endurance	You have survived masterless longer than most. This survival has calcified into something that functions like wisdom and works like armor. Reduce all incoming damage by 1 (minimum 0). Once per combat, when you fail a resistance check or miss an attack, you may treat it as a success or hit instead.	passive				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Passive"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""7"",""startingHand"":""""}"
card_ronin_masterless_edge	Masterless Edge	You have shed the ritual constraints of the code without losing the skills. Your form is rawer than an Ironclad's, less predictable, and harder to read. Deal 6 + IRON damage. When you are the only one attacking this target this round (no allies engaged the same target), add EDGE to the damage.	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Attack"",""baseDamage"":""6"",""damageStat"":""IRON"",""keywords"":"""",""unlockLevel"":""1"",""startingHand"":""true""}"
card_ronin_masterless_momentum	Masterless Momentum	Your combat style builds on itself — each hit opens the next angle. Deal 10 + IRON damage, then deal 8 + IRON damage to the same target as a follow-through. After the second hit, move up to half your speed as a free repositioning — toward or away from the target.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""10"",""damageStat"":""IRON"",""keywords"":"""",""unlockLevel"":""5"",""startingHand"":""""}"
card_ronin_masterless_peak	Masterless Peak	Your combat style has reached a refinement that the coded schools cannot achieve because it was built entirely from necessity. Deal 20 + IRON damage, then 16 + IRON damage, then 12 + IRON damage to the same target. Each subsequent hit ignores the Guard remaining after the previous one.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":""20"",""damageStat"":""IRON"",""keywords"":""Pierce"",""unlockLevel"":""16"",""startingHand"":""""}"
card_ronin_masterless_perfection	Masterless Perfection	Three connected strikes in the style the schools don't teach. Deal 18 + IRON damage three times to the same target (calculated separately). If all three land against the same target, they must save or be Staggered until the end of their next turn.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":""18"",""damageStat"":""IRON"",""keywords"":""Stagger"",""unlockLevel"":""12"",""startingHand"":""""}"
card_ronin_no_lord_but_the_work	No Lord But the Work	You have found, or made, or become your own reason to be. Declare one target your Final Contract. Against this target, this turn: deal 26 + IRON + EDGE damage. This attack cannot miss, cannot be mitigated by Guard or Shield, and applies Bleed 3, Expose 4, and Vulnerable 3. You are immune to all control effects for the remainder of this combat. Once per combat.	capstone				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature — Capstone"",""baseDamage"":""26"",""damageStat"":""IRON+EDGE"",""keywords"":""Bleed 3|Expose 4|Vulnerable 3|Pierce 20|Fortify"",""unlockLevel"":""20"",""startingHand"":""""}"
card_ronin_no_lord_s_form	No Lord's Form	You fight in a style that has no name because it was never taught — it was survived into. Deal 14 + IRON damage. Apply Stagger and Expose 2. The target cannot benefit from any bonus their class or features give them against your attacks this turn (they were designed for coded opponents; you are not one).	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Attack"",""baseDamage"":""14"",""damageStat"":""IRON"",""keywords"":""Stagger|Expose 2|Dispel"",""unlockLevel"":""11"",""startingHand"":""""}"
card_ronin_no_oath_but_this	No Oath But This	Whatever you serve now — a cause, a person, a simple refusal to stop — it is yours. This turn, your attacks deal + IRON + EDGE instead of only IRON. Gain Guard 6 + Shield 6. Apply Bleed 2 to all enemies you damage. Cleanse all debuffs from yourself.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 6|Shield 6|Bleed 2|Cleanse"",""unlockLevel"":""19"",""startingHand"":""""}"
card_ronin_path_of_nothing	Path of Nothing	The masterless Ronin's secret advantage: you have nothing left to protect. Until your next turn, damage you take is reduced by 4. Any creature that kills you this turn (reduces you to 0 HP) takes 10 + IRON damage from the last act of someone who had already decided to be done.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Power"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""15"",""startingHand"":""""}"
card_ronin_relentless_press	Relentless Press	You advance and don't stop. Deal 5 + IRON damage. Apply Root to the target — they cannot disengage from you until the start of their next turn. If they attempt to move away anyway, you may immediately deal 4 + IRON damage as a reactive strike (counts as your Reaction this round).	core_ability				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Control"",""baseDamage"":""5"",""damageStat"":""IRON"",""keywords"":""Root"",""unlockLevel"":""1"",""startingHand"":""""}"
card_ronin_resonance_inversion	Resonance Inversion	You redirect your corrupted resonance inward, using it as a temporary amplifier. Gain Guard 5. Until end of turn, your attacks deal + EDGE additional damage. Gain Overheat 1 — the corruption doesn't amplify cleanly.	subclass_power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Utility"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Guard 5|Overheat 1"",""unlockLevel"":""15"",""startingHand"":""""}"
card_ronin_resonant_corruption	Resonant Corruption	Channel the corrupted lord-frequency outward as a weapon. Until end of turn: your attacks deal an additional 8 + IRON resonant damage. Any creature that strikes you in melee takes 4 + EDGE resonant damage as blowback. Your enhancement signature broadcasts at maximum intensity — enhanced enemies have their Tier 2 and 3 card costs increased by 1 AP this turn.	power				"{""apCost"":""2"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""2"",""cardType"":""Power"",""baseDamage"":"""",""damageStat"":"""",""keywords"":"""",""unlockLevel"":""6"",""startingHand"":""""}"
card_ronin_scar_cascade	Scar Cascade	Every scar on your enhancement network has become a weapon. Deal 20 + IRON damage. Apply Bleed 4 to the target. If you are below half HP, this card deals + EDGE additional damage and applies Expose 3 as well — your worst state is your most dangerous.	subclass_power				"{""apCost"":""3"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""3"",""cardType"":""Signature"",""baseDamage"":""20"",""damageStat"":""IRON"",""keywords"":""Bleed 4|Expose 3"",""unlockLevel"":""12"",""startingHand"":""""}"
card_ronin_scar_tissue	Scar Tissue	Your body has been repaired by your own hands more times than you can count. Gain Shield 6. When this shield absorbs damage, you also gain Regen 1 for 1 turn — the scar tissue distributes impact and recovers faster than clean enhancements would.	subclass				"{""apCost"":""1"",""playLimitPerTurn"":""1"",""isCard"":""true"",""isBasicAttack"":""false"",""aiTag"":""class:ronin"",""tier"":""1"",""cardType"":""Defense"",""baseDamage"":"""",""damageStat"":"""",""keywords"":""Shield 6|Regen 1"",""unlockLevel"":""3"",""startingHand"":""""}"
