Name	Size	Type	Subtype	Alignment	Armor Class	Initiative	Hit Points	Hit Dice	Speed	Fly	Strength	Strength Saving Throw	Dexterity	Dexterity Saving Throw	Constitution	Constitution Saving Throw	Intelligence	Intelligence Saving Throw	Wisdom	Wisdom Saving Throw	Charisma	Charisma Saving Throw	Resistances	Immunities	Passive Perception	Darkvision	Languages	Challenge Rating	Description	Image
Archmage	Medium, Small	Humanoid	Wizard	Neutral	17	7	170	31d8 + 31	30	0	10	0	14	2	12	1	20	9	15	6	16	3		Psychic, Charmed (with Mind Blank )	16	0	Common	12	# Traits\n**Magic Resistance**\nThe archmage has Advantage on\n\n# Actions\n**Multiattack**\nThe archmage makes four Arcane\n\n**Arcane Burst**\nMelee or Ranged Attack Roll: +9, reach\n\n**5 ft**\nor range 150 ft. Hit: 27 (4d10 + 5) Force damage.\n\n**Spellcasting**\nThe archmage casts one of the following\nspells, using Intelligence as the spellcasting ability (spell\nsave DC 17):\nAt Will: Detect Magic , Detect Thoughts , Disguise Self ,\nInvisibility , Light , Mage Armor (included in AC), Mage\nHand , Prestidigitation\n2/Day Each: Fly , Lightning Bolt (level 7 version)\n1/Day Each: Cone of Cold (level 9 version), Mind Blank\n(cast before combat), Scrying , Teleport\n\n# Bonus Actions\nMisty Step (3/Day). The mage casts Misty Step , using\n# Reactions\nProtective Magic (3/Day). The archmage casts Coun-\nterspell or Shield in response to the spell’s trigger, using	
Assassin	Medium, Small	Humanoid		Neutral	16	10	97	15d8 + 30	30	0	11	0	18	7	14	2	16	6	11	0	10	0	Poison		16	0	Common, Thieves’ Cant	8	# Traits\n**Evasion**\nIf the assassin is subjected to an effect that\nallows it to make a Dexterity saving throw to take only\nhalf damage, the assassin instead takes no damage if it\n\n**succeeds on the save and only half damage if it fails**\nIt\n\n# Actions\n**Multiattack**\nThe assassin makes three attacks, using\n\n**Shortsword**\nMelee Attack Roll: +7, reach 5 ft. Hit: 7\n(1d6 + 4) Piercing damage plus 17 (5d6) Poison dam-\nage, and the target has the Poisoned condition until the\n\n**Light Crossbow**\nRanged Attack Roll: +7, range\n80/320 ft. Hit: 8 (1d8 + 4) Piercing damage plus 21\n(6d6) Poison damage.\n\n# Bonus Actions\n**Cunning Action**\nThe assassin takes the Dash, Disen-\ngage, or Hide action.	
Awakened Shrub	Small	Plant		Neutral	9	1	10	3d6	20	0	3	-4	8	-1	11	0	10	0	10	0	6	-2	Piercing		10	0	Common plus one other language	0	# Actions\n**Rake**\nMelee Attack Roll: +1, reach 5 ft. Hit: 1 Slash-	
Awakened Tree	Huge	Plant		Neutral	13	2	59	7d12 + 14	20	0	19	4	6	-2	15	2	10	0	10	0	7	-2	Bludgeoning, Piercing		10	0	Common plus one other language	2	# Actions\n**Slam**\nMelee Attack Roll: +6, reach 10 ft. Hit: 14 (3d6\n+ 4) Bludgeoning damage.	
Axe Beak	Large	Monstrosity		Unaligned	11	1	19	3d10 + 3	50	0	14	2	12	1	12	1	2	-4	10	0	5	-3			10	0	None	1/4	# Actions\n**Beak**\nMelee Attack Roll: +4, reach 5 ft. Hit: 6 (1d8 + 2)\n\n**Slashing damage**\nAzer	
Azer Sentinel	Medium	Elemental		Lawful Neutral	17	1	39	6d8 + 12	30	0	17	3	12	1	15	4	12	1	13	1	10	0		Fire, Poison, Poisoned	11	0	Primordial (Ignan)	2	# Traits\n**Fire Aura**\nAt the end of each of the azer’s turns, each\ncreature of the azer’s choice in a 5-foot Emanation orig-\ninating from the azer takes 5 (1d10) Fire damage unless\n\n**Illumination**\nThe azer sheds Bright Light in a 10-foot\n\n# Actions\n**Burning Hammer**\nMelee Attack Roll: +5, reach 5 ft.\nHit: 8 (1d10 + 3) Bludgeoning damage plus 3 (1d6)	
Balor	Huge	Fiend	Demon	Chaotic Evil	19	14	287	23d12 + 138	40	80	26	8	15	2	22	12	20	5	16	9	22	6	Cold, Lightning	Fire, Poison, Charmed, FFrightened, Poisoned	19	0	Abyssal	19	# Traits\n**Death Throes**\nThe balor explodes when it dies. Dex-\nterity Saving Throw: DC 20, each creature in a 30-foot\n\n**Emanation originating from the balor**\nFailure: 31 (9d6)\nFire damage plus 31 (9d6) Force damage. Success: Half\n\n**damage**\nFailure or Success: If the balor dies outside the\nAbyss, it gains a new body instantly, reviving with all its\n\n# Actions\n**Multiattack**\nThe balor makes one Flame Whip attack\n\n**Flame Whip**\nMelee Attack Roll: +14, reach 30 ft. Hit:\n18 (3d6 + 8) Force damage plus 17 (5d6) Fire damage. If\nthe target is a Huge or smaller creature, the balor pulls\nthe target up to 25 feet straight toward itself, and the\n\n**Lightning Blade**\nMelee Attack Roll: +14, reach 10 ft.\nHit: 21 (3d8 + 8) Force damage plus 22 (4d10) Light-\nning damage, and the target can’t take Reactions until\n\n# Bonus Actions\n**Teleport**\nThe balor teleports itself or a willing demon\nwithin 10 feet of itself up to 60 feet to an unoccupied	
Bandit	Medium, Small	Humanoid		Neutral	12	1	11	2d8 + 2	30	0	11	0	12	1	12	1	10	0	10	0	10	0			10	0	Common, Thieves’ Cant	1/8	# Actions\n**Scimitar**\nMelee Attack Roll: +3, reach 5 ft. Hit: 4 (1d6\n+ 1) Slashing damage.\n\n**Light Crossbow**\nRanged Attack Roll: +3, range 80/320\n\n**ft**\nHit: 5 (1d8 + 1) Piercing damage.	https://dungeonsolvers.com/wp-content/uploads/2024/07/artis0602_35038_Bandits_in_the_Shadows_A_Guide_to_Creating_Dyna_b14814e2-ea60-4def-ae47-0ef39d3d91e1.webp
Bandit Captain	Medium, Small	Humanoid		Neutral	15	3	52	8d8 + 16	0	0	15	4	16	5	14	2	14	2	11	2	14	2			10	0	Common, Thieves’ Cant	2	# Actions\n**Multiattack**\nThe bandit makes two attacks, using Scim-\n\n**Scimitar**\nMelee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6\n+ 3) Slashing damage.\n\n**Pistol**\nRanged Attack Roll: +5, range 30/90 ft. Hit: 8\n(1d10 + 3) Piercing damage.\n\n# Reactions\n**Parry**\nTrigger: The bandit is hit by a melee attack roll\n\n**while holding a weapon**\nResponse: The bandit adds 2\nto its AC against that attack, possibly causing it to miss.	https://dungeonsolvers.com/wp-content/uploads/2024/06/artis0602_35038_In_the_Dungeons__Dragons_DD_world_every_charact_3b737595-bf5f-41ff-9a2e-0d947b995531.webp
Barbed Devil	Medium	Fiend	Devil	Lawful Evil	15	3	110	13d8 + 52	30	0	16	6	17	3	18	7	12	1	14	5	14	5	Cold, Darkness	Fire, Poison, Poisoned	18	120	Infernal	5	# Traits\n**Barbed Hide**\nAt the start of each of its turns, the devil\ndeals 5 (1d10) Piercing damage to any creature it is\n\n**Diabolical Restoration**\nIf the devil dies outside the\nNine Hells, its body disappears in sulfurous smoke, and\nit gains a new body instantly, reviving with all its Hit\n\n**Magic Resistance**\nThe devil has Advantage on saving\n\n# Actions\n**Multiattack**\nThe devil makes one Claws attack and one\nTail attack, or it makes two Hurl Flame attacks.	
Basilisk	Medium	Monstrosity		Unaligned	15	1	52	8d8 + 16	20	0	16	3	8	-1	15	2	2	-4	8	-1	7	-2			9	60	None	3	# Actions\n**Bite**\nMelee Attack Roll: +5, reach 5 ft. Hit: 10 (2d6 + 3)\nPiercing damage plus 7 (2d6) Poison damage.\n\n# Bonus Actions\nPetrifying Gaze (Recharge 4–6). Constitution Saving\nThrow: DC 12, each creature in a 30-foot Cone. If\nthe basilisk sees its reection in the one, the basilisk\n**must make this save**\nFirst Failure: The target has the\nRestrained condition and repeats the save at the end of\nits next turn if it is still Restrained, ending the effect on\n\n**itself on a success**\nSecond Failure: The target has the	
Bearded Devil	Medium	Fiend	Devil	Lawful Evil	13	2	58	9d8 + 18	30	0	16	5	15	2	15	4	9	-1	11	0	14	4	Cold, Darkness	Fire, Poison, FFrightened, Poisoned	10	120	Infernal	3	# Actions\n**Multiattack**\nThe devil makes one Beard attack and one\n\n**Beard**\nMelee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8\n+ 3) Piercing damage, and the target has the Poisoned\n\n**condition until the start of the devil’s next turn**\nUntil\nthis poison ends, the target can’t regain Hit Points.\n\n**Infernal Glaive**\nMelee Attack Roll: +5, reach 10 ft. Hit:\n8 (1d10 + 3) Slashing damage. If the target is a crea-\nture and doesn’t already have an infernal wound, it is\n\n**subjected to the following effect**\nConstitution Saving\nThrow: DC 12. Failure: The target receives an infernal\n\n**wound**\nWhile wounded, the target loses 5 (1d10) Hit\n\n**Points at the start of each of its turns**\nThe wound closes\nafter 1 minute, after a spell restores Hit Points to the\ntarget, or after the target or a creature within 5 feet of it\ntakes an action to stanch the wound, doing so by suc-\nceeding on a DC 12 Wisdom (Medicine) check.	
Behir	Huge	Monstrosity		Neutral Evil	17	3	168	16d12 + 64	50	0	23	6	16	3	18	4	7	-2	14	2	12	1		Lightning	16	90	Draconic	11	# Actions\n**Multiattack**\nThe behir makes one Bite attack and uses\n\n**Bite**\nMelee Attack Roll: +10, reach 10 ft. Hit: 19 (2d12\n+ 6) Piercing damage plus 11 (2d10) Lightning damage.\n\n**Constrict**\nStrength Saving Throw: DC 18, one Large or\n\n**smaller creature the behir can see within 5 feet**\nFailure:\n28 (5d8 + 6) Bludgeoning damage. The target has the\nGrappled condition (escape DC 16), and it has the Re-\n\n**strained condition until the grapple ends**\nLightning Breath (Recharge 5–6). Dexterity Saving\nThrow: DC 16, each creature in a 90-foot-long, 5-foot-\n\n**wide Line**\nFailure: 66 (12d10) Lightning damage. Suc-\ncess: Half damage.\n\n# Bonus Actions\n**Swallow**\nDexterity Saving Throw: DC 18, one Large or\nsmaller creature Grappled by the behir (the behir can\nhave only one creature swallowed at a time). Failure:\nThe behir swallows the target, which is no longer Grap-\n\n**pled**\nWhile swallowed, a creature has the Blinded and\nRestrained conditions, has Total Cover against attacks\nand other effects outside the behir, and takes 21 (6d6)\n\n**Acid damage at the start of each of the behir’s turns**\nIf the behir takes 30 damage or more on a single turn\nfrom the swallowed creature, the behir must succeed\non a DC 14 Constitution saving throw at the end of that\nturn or regurgitate the creature, which falls in a space\n\n**within 10 feet of the behir and has the Prone condition**\nIf the behir dies, a swallowed creature is no longer Re-\nstrained and can escape from the corpse by using 15\nfeet of movement, exiting Prone.	
Berserker	Medium, Small	Humanoid		Neutral	13	1	67	9d8 + 27	30	0	16	3	12	1	17	3	9	-1	11	0	9	-1			10	0	Common	2	# Traits\n**Bloodied Frenzy**\nWhile Bloodied, the berserker has\n\n# Actions\n**Greataxe**\nMelee Attack Roll: +5, reach 5 ft. Hit: 9\n(1d12 + 3) Slashing damage.	
Black Dragon Wyrmling	Medium	Dragon	Chromatic	Chaotic Evil	17	4	33	6d8 + 6	30	60	15	2	14	4	13	1	10	0	11	2	13	1		Acid	14	60	Draconic	2	# Traits\n**Amphibious**\nThe dragon can breathe air and water.\n\n# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2)\nSlashing damage plus 2 (1d4) Acid damage.\nAcid Breath (Recharge 5–6). Dexterity Saving Throw:\nDC 11, each creature in a 15-foot-long, 5-foot-\n\n**wide Line**\nFailure: 22 (5d8) Acid damage. Success:	
Black Pudding	Large	Ooze		Unaligned	7	3	68	8d10 + 24	20	0	16	3	5	-3	16	3	1	-5	6	-2	1	-5		Acid, Cold, Lightning, Slashing, Charmed, Deafened, ExExhaustion, FFrightened, Grappled, Prone, RRestrained	8	0	None	4	# Traits\n**Amorphous**\nThe pudding can move through a space\nas narrow as 1 inch without expending extra move-\n\n**Corrosive Form**\nA creature that hits the pudding with a\nmelee attack roll takes 4 (1d8) Acid damage. Nonmag-\nical ammunition is destroyed immediately after hitting\n\n**the pudding and dealing any damage**\nAny nonmagical\neapon takes a cumulatie 1 penalty to attack rolls\nimmediately after dealing damage to the pudding and\n\n**coming into contact with it**\nThe weapon is destroyed if\n\n**the penalty reaches 5**\nThe penalty can be remoed by\n\n**casting the Mending spell on the weapon**\nIn 1 minute, the pudding can eat through 2 feet of\n\n**Spider Climb**\nThe pudding can climb difficult surfaces,\nincluding along ceilings, without needing to make an\n\n# Actions\n**Dissolving Pseudopod**\nMelee Attack Roll: +5, reach\n\n**10 ft**\nHit: 17 (4d6 + 3) Acid damage. Nonmagical ar-\nmor orn by the target takes a 1 penalty to the it\n\n**offers**\nThe armor is destroyed if the penalty reduces its\n\n**AC to 10**\nThe penalty can be removed by casting the\n\n# Reactions\n**Split**\nTrigger: While the pudding is Large or Medium\nand has 10+ Hit Points, it becomes Bloodied or is sub-\n\n**jected to Lightning or Slashing damage**\nResponse: The\n\n**pudding splits into two new Black Puddings**\nEach new\npudding is one size smaller than the original pudding\n\n**and acts on its Initiative**\nThe original pudding’s Hit Points are divided evenly between the new puddings\n(round down).	
Blink Dog	Medium	Fey		Lawful Good	13	3	22	4d8 + 4	40	0	12	1	17	3	12	1	10	0	13	1	11	0			15	60	Blink Dog, understands Elvish and Sylvan	1/4	# Actions\n**Bite**\nMelee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3)\n\n# Bonus Actions\nTeleport (Recharge 4–6). The dog teleports up to 40	
Blue Dragon Wyrmling	Medium	Dragon	Chromatic	Lawful Evil	17	2	65	10d8 + 20	30	60	17	3	10	2	15	2	12	1	11	2	15	2		Lightning	14	60	Draconic	3	# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10\n+ 3) Slashing damage plus 3 (1d6) Lightning damage.\nLightning Breath (Recharge 5–6). Dexterity Saving\nThrow: DC 12, each creature in a 30-foot-long, 5-foot-\n\n**wide Line**\nFailure: 21 (6d6) Lightning damage. Success:	
Bone Devil	Large	Fiend	Devil	Lawful Evil	16	7	161	17d10 + 68	40	40	18	8	16	3	18	4	13	5	14	6	16	7	Cold, Darkness	Fire, Poison, Poisoned	12	120	Infernal, telepathy 120 ft.	9	# Traits\n**Diabolical Restoration**\nIf the devil dies outside the\nNine Hells, its body disappears in sulfurous smoke, and\nit gains a new body instantly, reviving with all its Hit\n\n**Magic Resistance**\nThe devil has Advantage on saving\n\n# Actions\n**Multiattack**\nThe devil makes two Claw attacks and one\n\n**Claw**\nMelee Attack Roll: +8, reach 10 ft. Hit: 13 (2d8\n+ 4) Slashing damage.\n\n**Infernal Sting**\nMelee Attack Roll: +8, reach 10 ft. Hit:\n15 (2d10 + 4) Piercing damage plus 18 (4d8) Poison damage, and the target has the Poisoned condition until\n\n**the start of the devil’s next turn**\nWhile Poisoned, the	
Brass Dragon Wyrmling	Medium	Dragon	Matallic	Chaotic Good	15	2	22	4d8 + 4	30	60	15	2	10	2	13	1	10	0	11	2	13	1		Fire	14	60	Draconic	1	# Actions\n**Rend**\nMelee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10\n+ 2) Slashing damage.\nFire Breath (Recharge 5–6). Dexterity Saving Throw:\nDC 11, each creature in a 20-foot-long, 5-foot-\n\n**wide Line**\nFailure: 14 (4d6) Fire damage. Success:\n\n**Sleep Breath**\nConstitution Saving Throw: DC 11, each\n\n**creature in a 15-foot Cone**\nFailure: The target has the\nIncapacitated condition until the end of its next turn,\n\n**at which point it repeats the save**\nSecond Failure: The\n\n**target has the Unconscious condition for 1 minute**\nThis\neffect ends for the target if it takes damage or a creature	
Bronze Dragon Wyrmling	Medium	Dragon	Matallic	Lawful Good	15	2	39	6d8 + 12	30	60	17	3	10	2	15	2	12	1	11	2	15	2		Lightning	14	60	Draconic	2	# Actions\n**Multiattack**\nThe dragon makes two Rend attacks.\n\n**Rend**\nMelee Attack Roll: +5, reach 5 ft. Hit: 8 (1d10\n+ 3) Slashing damage.\nLightning Breath (Recharge 5–6) . Dexterity Saving\nThrow: DC 12, each creature in a 40-foot-long, 5-foot-\n\n**wide Line**\nFailure: 16 (3d10) Lightning damage. Suc-\ncess: Half damage.\n\n**Repulsion Breath**\nStrength Saving Throw: DC 12, each\n\n**creature in a 30-foot Cone**\nFailure: The target is pushed\nup to 30 feet straight away from the dragon and has the	
Bugbear Stalker	Medium	Fey	Goblinoid	Chaotic Evil	15	2	65	10d8 + 20	30	0	17	3	14	2	14	4	11	0	12	3	11	0			11	60	Common, Goblin	3	# Traits\n**Abduct**\nThe bugbear needn’t spend extra movement to\n\n# Actions\n**Multiattack**\nThe bugbear makes two Javelin or Morn-\n\n**Javelin**\nMelee or Ranged Attack Roll: +5, reach 10 ft.\nor range 30/120 ft. Hit: 13 (3d6 + 3) Piercing damage.\n\n**Morningstar**\nMelee Attack Roll: +5 (with Advantage if\nthe target is Grappled by the bugbear), reach 10 ft. Hit:\n12 (2d8 + 3) Piercing damage.\n\n# Bonus Actions\n**Quick Grapple**\nDexterity Saving Throw: DC 13, one\nMedium or smaller creature the bugbear can see within\n\n**10 feet**\nFailure: The target has the Grappled condition	
Bugbear Warrior	Medium	Fey	Goblinoid	Chaotic Evil	14	2	33	6d8 + 6	30	0	15	2	14	2	13	1	8	-1	11	0	9	-1			10	60	Common, Goblin	1	# Traits\n**Abduct**\nThe bugbear needn’t spend extra movement to\n\n# Actions\n**Grab**\nMelee Attack Roll: +4, reach 10 ft. Hit: 9 (2d6\n+ 2) Bludgeoning damage. If the target is a Medium\nor smaller creature, it has the Grappled condition (es-\ncape DC 12).\n\n**Light Hammer**\nMelee or Ranged Attack Roll: +4 (with\nAdvantage if the target is Grappled by the bugbear),\n\n**reach 10 ft**\nor range 20/60 ft. Hit: 9 (3d4 + 2) Blud-	
Bulette	Large	Monstrosity		Unaligned	17	0	94	9d10 + 45	40	0	19	4	11	0	21	5	2	-4	10	0	5	-3			16	60	None	5	# Actions\n**Multiattack**\nThe bulette makes two Bite attacks.\n\n**Bite**\nMelee Attack Roll: +7, reach 5 ft. Hit: 17 (2d12\n+ 4) Piercing damage.\n\n**Deadly Leap**\nThe bulette spends 5 feet of movement\nto jump to a space within 15 feet that contains one\n\n**or more Large or smaller creatures**\nDexterity Saving\nThrow: DC 15, each creature in the bulette’s destina-\n\n**tion space**\nFailure: 19 (3d12) Bludgeoning damage, and\n\n# Bonus Actions\n**Leap**\nThe bulette jumps up to 30 feet by spending 10	
Centaur Trooper	Large	Fey		Neutral Good	16	2	45	6d10 + 12	50	0	18	4	14	2	14	2	9	-1	13	1	11	0			13	0	Elvish, Sylvan	2	# Actions\n**Multiattack**\nThe centaur makes two attacks, using Pike\n\n**Pike**\nMelee Attack Roll: +6, reach 10 ft. Hit: 9 (1d10\n+ 4) Piercing damage.\n\n**Longbow**\nRanged Attack Roll: +4, range 150/600 ft.\nHit: 6 (1d8 + 2) Piercing damage.\n\n# Bonus Actions\nTrampling Charge (Recharge 5–6). The centaur moves\nup to its Speed without provoking Opportunity Attacks\nand can move through the spaces of Medium or smaller\n**creatures**\nEach creature whose space the centaur en-\n\n**ters is targeted once by the following effect**\nStrength\nSaving Throw: DC 14. Failure: 7 (1d6 + 4) Bludgeoning\ndamage, and the target has the Prone condition.	
